"№";"ИНН";"ОГРН";"Название";"Страна";"Регион";"Населенный Пункт";"Индекс";"Адрес";"Раздел";"Подраздел";"Рубрика";"Ключевое слово";"Телефоны";"Сотовый";"Метро (Остановка)";"Email";"Сайт";"Vk.com";"Twitter.com";"Facebook.com";"Instagram.com";"X";"Y";"Дополнительно";"Время Работы"
"245359645320";"";"";"КГБОУ Алейская общеобразовательная школа-интернат";"Россия";"Алтайский край";"Алейск";"658135";"ул. имени В. Олешко, 70, Алейск";"Наука и образование";"Школы";"Школа-интернат";"";"+7 (38553) 6-62-31, +7 (38553) 6-62-30, +7 (38553) 2-30-92";"";"";"educ@ttb.ru,  ashkola-internat8@yandex.ru";"http://ashkola-internat.edu22.info/";"";"";"";"";"82.763022";"52.496336";"";"пн-пт 8:00–17:00"
"208944839143";"";"";"ДОСААФ";"Россия";"Алтайский край";"Алейск";"658136";"ул. Ширшова, 2Д, Алейск, Россия";"Общество";"НКО";"Общественная организация";"";"+7 (38553) 2-06-56";"";"";"";"";"";"";"";"";"82.755782";"52.500151";"";""
"118209343904";"";"";"Алейское городское потребительское общество";"Россия";"Алтайский край";"Алейск";"";"Деповский пер., 6, Алейск";"Общество";"НКО";"Потребительская кооперация";"";"+7 (38553) 2-69-61";"";"";"";"";"";"";"";"";"82.784802";"52.488652";"";"пн-чт 8:30–17:30, перерыв 12:30–13:30, пт 8:30–16:30, перерыв 12:30–13:30"
"10226937895";"";"";"Сельскохозяйственный кредитный потребительский кооператив Резерв";"Россия";"Алтайский край";"Алейск";"658130";"Партизанская ул., 90, Алейск, Россия";"Общество";"НКО";"Потребительская кооперация";"";"+7 (38553) 2-23-40";"+7 (903) 957-57-39";"";"t.plotnikova@urezerv.ru";"http://www.urezerv.ru/";"";"";"";"https://ok.ru/kpkrezervg";"82.776868";"52.496323";"";"пн-пт 8:30–17:30"
"83997375335";"";"";"Алейский городской комитет КПРФ";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 82, Алейск, Россия";"Общество";"Политика";"Политическая партия";"";"";"";"";"";"";"";"";"";"";"82.779836";"52.493161";"";""
"83997375335";"";"";"Алейский городской комитет КПРФ";"Россия";"Алтайский край";"Алейск";"";"Первомайская ул., 82, Алейск, Россия";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.779836";"52.493161";"";""
"1129034895";"";"";"Свято-Димитриевский мужской монастырь";"Россия";"Алтайский край";"Алейск";"658137";"Маслозаводская ул., 39, Алейск";"Общество";"Религия";"Монастырь";"";"";"+7 (960) 964-85-19, +7 (909) 503-53-42";"";"o.makariy@mail.ru,  support@ortox.ru";"http://dimitrisol.cerkov.ru/";"";"";"";"";"82.801613";"52.484648";"";""
"1321047635";"";"";"Церковь Димитрия Солунского";"Россия";"Алтайский край";"Алейск";"658137";"Маслозаводская ул., 39, Алейск";"Общество";"Религия";"Православный храм";"";"";"";"";"";"";"";"";"";"";"82.801757";"52.48411";"";""
"1301598484";"";"";"Церковь иконы Божией Матери Всех скорбящих Радость в Алейске";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 130, Алейск";"Общество";"Религия";"Православный храм";"";"+7 (38553) 2-09-22";"";"";"alchram@ab.ru";"http://www.rubtsovsk-eparhia.ru/?p=878";"";"";"";"";"82.771034";"52.494929";"";"ежедневно, 8:00–16:00"
"147839966623";"";"";"КГБСУСО Алейский дом-интернат малой вместимости для престарелых и инвалидов";"Россия";"Алтайский край";"Алейск";"658130";"Парковый пер., 72, Алейск";"Общество";"Социальная сфера";"Дом инвалидов и престарелых";"";"";"";"";"asp@aksp.ru";"http://www.aksp.ru/otrasl/stacionar/aley_mdi/";"";"";"";"";"82.771158";"52.502172";"";"ежедневно, круглосуточно"
"147839966623";"";"";"КГБСУСО Алейский дом-интернат малой вместимости для престарелых и инвалидов";"Россия";"Алтайский край";"Алейск";"658130";"Парковый пер., 72, Алейск";"Общество";"Социальная сфера";"Социальная служба";"";"";"";"";"asp@aksp.ru";"http://www.aksp.ru/otrasl/stacionar/aley_mdi/";"";"";"";"";"82.771158";"52.502172";"";"ежедневно, круглосуточно"
"147839966623";"";"";"КГБСУСО Алейский дом-интернат малой вместимости для престарелых и инвалидов";"Россия";"Алтайский край";"Алейск";"658130";"Парковый пер., 72, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"asp@aksp.ru";"http://www.aksp.ru/otrasl/stacionar/aley_mdi/";"";"";"";"";"82.771158";"52.502172";"";"ежедневно, круглосуточно"
"1298091317";"";"";"УПФР в г. Алейске и Алейском районе Алтайского края межрайонное";"Россия";"Алтайский край";"Алейск";"658130";"ул. Сердюка, 101, Алейск";"Общество";"Социальная сфера";"Пенсионный фонд";"";"+7 (38553) 2-62-06, +7 (38553) 2-27-46, +7 (38553) 2-67-22, +7 (38553) 2-65-50";"";"";"obotdel@101.pfr.ru,  pressa@100.pfr.ru,  support@101.pfr.ru,  expert@100.pfr.ru,  lbushkova@100.pfr.ru,  odyatkova@100.pfr.ru,  tgoryachevav@100.pfr.ru,  tgoryacheva@100.pfr.ru,  mamolokanova@100.pfr.ru,  szahlebina@100.pfr.ru";"http://www.pfrf.ru/";"http://vk.com/pension_fond";"http://twitter.com/pension_fond";"https://www.facebook.com/Пенсионный-фонд-Российской-Федерации-350819391602397";"";"82.775073";"52.492984";"";"пн-чт 8:00–17:00, перерыв 12:00–12:48, пт 8:00–16:00"
"233556727521";"";"";"Управление социальной защиты населения по городу Алейску и Алейскому району";"Россия";"Алтайский край";"Алейск";"658130";"ул. Сердюка, 97, Алейск";"Общество";"Социальная сфера";"Социальная служба";"";"+7 (38553) 2-12-46, +7 (38553) 2-12-23, +7 (38553) 2-28-66";"";"";"";"";"";"";"";"";"82.776571";"52.494241";"";"пн-чт 8:20–17:30, перерыв 13:00–14:00, пт 8:20–16:30, перерыв 13:00–14:00"
"225721386667";"";"";"Комплексный центр Социального Обслуживания Населения Города Алейска";"Россия";"Алтайский край";"Алейск";"658130";"ул. Сердюка, 99, Алейск";"Общество";"Социальная сфера";"Социальная служба";"";"+7 (38553) 2-33-07, +7 (38553) 2-14-03";"";"";"";"";"";"";"";"";"82.775936";"52.493494";"";"пн-чт 8:30–17:30, пт 8:30–16:30, перерыв 13:00–14:00"
"55032031143";"";"";"Пекарня";"Россия";"Алтайский край";"Алейск";"";"Комсомольская ул., 128А, Алейск";"Отдых и туризм";"Кафе";"Булочная, пекарня";"";"";"";"";"";"";"";"";"";"";"82.771767";"52.494728";"";""
"99674082737";"";"";"Хлеб-Ульяновский 88";"Россия";"Алтайский край";"Алейск";"658136";"Ульяновский пер., 88, Алейск";"Отдых и туризм";"Кафе";"Булочная, пекарня";"";"";"+7 (903) 947-21-12";"";"";"";"";"";"";"";"82.754035";"52.496252";"";"ежедневно, 9:00–18:00"
"38608711658";"";"";"Хлеб-Пионерская 125";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125, Алейск";"Отдых и туризм";"Кафе";"Булочная, пекарня";"";"";"+7 (903) 947-21-12";"";"";"";"";"";"";"";"82.772684";"52.496389";"";"ежедневно, 9:00–18:00"
"195821553575";"";"";"Горячий хлеб";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Отдых и туризм";"Кафе";"Булочная, пекарня";"";"";"";"";"";"";"";"";"";"";"82.77479";"52.496636";"";""
"195821553575";"";"";"Горячий хлеб";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Прочее";"Прочее";"Ли";"";"";"";"";"";"";"";"";"";"";"82.77479";"52.496636";"";""
"195821553575";"";"";"Горячий хлеб";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Товары для дома и дачи";"Продукты питания";"Кондитерская";"";"";"";"";"";"";"";"";"";"";"82.77479";"52.496636";"";""
"195821553575";"";"";"Горячий хлеб";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 116, Алейск";"Товары для дома и дачи";"Продукты питания";"Магазин кулинарии";"";"";"";"";"";"";"";"";"";"";"82.77479";"52.496636";"";""
"164119007402";"";"";"Хлеб-Комсомольская 128";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 128, Алейск, Россия";"Отдых и туризм";"Кафе";"Булочная, пекарня";"";"";"+7 (903) 947-21-12";"";"";"";"";"";"";"";"82.771758";"52.495155";"";"ежедневно, 9:00–18:00"
"119602263767";"";"";"Кафе";"Россия";"Алтайский край";"Алейск";"";"Пионерская ул., 125, Алейск";"Отдых и туризм";"Кафе";"Кафе";"";"";"";"";"";"";"";"";"";"";"82.7731";"52.496208";"";""
"104612157427";"";"";"ДаЕда";"Россия";"Алтайский край";"Алейск";"";"ул. имени В. Олешко, 72, Алейск";"Отдых и туризм";"Кафе";"Кафе";"";"";"";"";"";"";"";"";"";"";"82.762455";"52.495453";"";""
"116574111148";"";"";"Блин суши";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Отдых и туризм";"Кафе";"Кафе";"";"";"";"";"";"";"";"";"";"";"82.772475";"52.494847";"";""
"116574111148";"";"";"Блин суши";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Отдых и туризм";"Кафе";"Суши-бар";"";"";"";"";"";"";"";"";"";"";"82.772475";"52.494847";"";""
"116574111148";"";"";"Блин суши";"Россия";"Алтайский край";"Алейск";"658130";"Комсомольская ул., 115А, Алейск";"Отдых и туризм";"Общественное питание";"Бар, паб";"";"";"";"";"";"";"";"";"";"";"82.772475";"52.494847";"";""
"1360229861";"";"";"Фреш Суши";"Россия";"Алтайский край";"Алейск";"";"Рабочий пер., 4, Алейск";"Отдых и туризм";"Кафе";"Кафе";"";"";"+7 (960) 960-69-69";"";"sample@domain.ru";"http://f-sushi.ru/";"http://vk.com/fresh.sushi";"";"";"";"82.772917";"52.489968";"";"пн-чт 11:00–0:00, пт,сб 11:00–3:00, вс 11:00–0:00"
